duration_mcts_v2,total_time
0.5113804340362549,22.388485563094676
0.4878568649291992,22.47365846792472
0.5680718421936035,22.30463807688295
0.4937758445739746,22.471580133724945
0.4981825351715088,22.327011910157562
0.5731585025787354,22.452090730928845
0.5070438385009766,22.446159796252715
0.49500036239624023,22.431369994285994
0.5588321685791016,22.389706374545344
0.48799991607666016,22.437134216854407
0.4956369400024414,22.29496069157109
0.48399996757507324,22.3677483339651
0.5656208992004395,22.369106079525526
0.492999792098999,22.35765515595887
0.4880990982055664,22.40219425083564
0.5540003776550293,22.385926014488344
0.4920783042907715,22.3981779239903
0.5030004978179932,22.363732007119754
0.5801200866699219,22.47239993287681
0.501000165939331,22.423572367064207
0.4926424026489258,22.326548312191004
0.4912586212158203,22.294497093604537
0.5847883224487305,22.453100403688023
0.4895920753479004,22.366922177998948
0.5035607814788818,22.508345510144984
0.5681188106536865,22.421512783068106
0.5030002593994141,22.517776801410182
0.5001475811004639,22.471816100513287
0.5760002136230469,22.57233822558645
0.4941413402557373,22.518092999631392
0.5004255771636963,22.338572590514747
0.4961886405944824,22.473930782621093
0.5859997272491455,22.419345715962255
0.47910475730895996,22.46392784791809
0.48800015449523926,22.4768929778573
0.56368088722229,22.355724055641364
0.46700048446655273,22.467994437349187
0.5041108131408691,22.469802302928578
0.47499942779541016,22.3981779239903
0.576146125793457,22.335697115378625
0.4959990978240967,22.35835472071377
0.4981703758239746,22.40505545475098
0.5719590187072754,22.43536067859961
0.49128150939941406,22.366203060872454
0.49159908294677734,22.306521371928273
0.5734989643096924,22.485725582823715
0.5004076957702637,22.30961020702183
0.48366785049438477,22.357772180550665
0.49755382537841797,22.485609500442358
0.5715205669403076,22.3416614256083
0.48406529426574707,22.408585797739597
0.48200011253356934,22.490832603474043
0.572089433670044,22.438074395792675
0.4789998531341553,22.379410054289245
0.49126744270324707,22.294497093604537
0.493999719619751,22.48673335465446
0.5685584545135498,22.409212068112303
0.48599934577941895,22.35368570393204
0.4696776866912842,22.3863896124549
0.5790002346038818,22.471374859397923
0.4875028133392334,22.380265690905514
0.48799800872802734,22.352171326762573
0.4856240749359131,22.27722668628137
0.5729999542236328,22.429605641437217
0.4911222457885742,22.571715551625058
0.5069994926452637,22.391854438607517
0.556480884552002,22.53443366457356
0.4890007972717285,22.326548312191004
0.4982132911682129,22.49057980226498
0.46900010108947754,22.294497093604537
0.5846271514892578,22.357891122747215
0.49900102615356445,22.294497093604537
0.5081436634063721,22.52096847476751
0.5560357570648193,22.412794063887493
0.5011093616485596,22.45222985386918
0.500999927520752,22.452657629951677
0.5771121978759766,22.35618765360792
0.4931051731109619,22.35618765360792
0.47300028800964355,22.46579121101888
0.5781054496765137,22.3946199622505
0.5080006122589111,22.3889789634714
0.498136043548584,22.327011910157562
0.4870002269744873,22.46143988533022
0.5751161575317383,22.408512503357407
0.47299981117248535,22.32859643710031
0.4791104793548584,22.41486579115036
0.5740001201629639,22.41998275172779
0.5001251697540283,22.390169972511902
0.48599886894226074,22.497633778766094
0.5671637058258057,22.43468902779311
0.48542070388793945,22.339036188481302
0.49471616744995117,22.3496693770867
0.5029919147491455,22.35765515595887
0.5742616653442383,22.38729449737578
0.49584436416625977,22.389942341333683
0.4981191158294678,22.4430094549249
0.5710000991821289,22.47403198973135
0.5050966739654541,22.412794063887493
0.4980008602142334,22.522432799042548
0.5727269649505615,22.45356400165458
